央视,#genre#
欧美电影,http://43.138.170.29:35455/huya/21059581
电影23,http://43.138.170.29:35455/huya/11601970
电影33,http://43.138.170.29:35455/huya/11602077
史诗级战争电影,http://43.138.170.29:35455/huya/21059556
电影24,http://43.138.170.29:35455/huya/21059579
电影55,http://43.138.170.29:35455/huya/23652317
喜剧专场,http://43.138.170.29:35455/huya/11602044
电影26,http://43.138.170.29:35455/huya/21059577
电影77,http://43.138.170.29:35455/huya/11601971
电影78,http://43.138.170.29:35455/huya/11342414
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
虎牙-庆余年,http://43.138.170.29:35455/huya/11352960
虎牙-三国演义,http://43.138.170.29:35455/huya/11602077
虎牙-神话,http://43.138.170.29:35455/huya/11352913
虎牙-生活大爆炸,http://43.138.170.29:35455/huya/11342417
虎牙-史诗级战争电影,http://43.138.170.29:35455/huya/21059556
虎牙-孙悟空,http://43.138.170.29:35455/huya/11342395
虎牙-太空混战,http://43.138.170.29:35455/huya/21059579
虎牙-天雷滚滚,http://43.138.170.29:35455/huya/11352945
虎牙-天龙八部,http://43.138.170.29:35455/huya/11602041
虎牙-歪果仁动作,http://43.138.170.29:35455/huya/21059552
虎牙-文成公主,http://43.138.170.29:35455/huya/11352974
虎牙-我是大哥大,http://43.138.170.29:35455/huya/23652317
虎牙-喜剧合家欢,http://43.138.170.29:35455/huya/11352877
虎牙-喜剧专场,http://43.138.170.29:35455/huya/11602044
虎牙-小鲤鱼,http://43.138.170.29:35455/huya/11601961
星爷,https://ygbh--xingkongbujian.repl.co/huya/11342412
英叔,https://ygbh--xingkongbujian.repl.co/huya/11342421
发哥,https://ygbh--xingkongbujian.repl.co/huya/11342387
成龙,https://ygbh--xingkongbujian.repl.co/huya/11342386
王晶,https://ygbh--xingkongbujian.repl.co/huya/11602058
沈腾,https://ygbh--xingkongbujian.repl.co/huya/11601968
黄渤,https://ygbh--xingkongbujian.repl.co/huya/11352876
强森,https://ygbh--xingkongbujian.repl.co/huya/21059581
漫威,https://ygbh--xingkongbujian.repl.co/huya/11602034
宇宙,https://ygbh--xingkongbujian.repl.co/huya/11342428
怪兽,https://ygbh--xingkongbujian.repl.co/huya/21059577
武侠,https://ygbh--xingkongbujian.repl.co/huya/11342427
警匪,https://ygbh--xingkongbujian.repl.co/huya/11352886
罪犯,https://ygbh--xingkongbujian.repl.co/huya/11352962
枪战,https://ygbh--xingkongbujian.repl.co/huya/21059579
海盗,https://ygbh--xingkongbujian.repl.co/huya/21059595
赛车,https://ygbh--xingkongbujian.repl.co/huya/11279247
推荐,https://ygbh--xingkongbujian.repl.co/huya/11602041
救援,https://ygbh--xingkongbujian.repl.co/huya/21059594
热血,https://ygbh--xingkongbujian.repl.co/huya/11352934
盗墓,https://ygbh--xingkongbujian.repl.co/huya/21059552
贺岁,https://ygbh--xingkongbujian.repl.co/huya/11601971
玄幻,https://ygbh--xingkongbujian.repl.co/huya/11342414
谍战,https://ygbh--xingkongbujian.repl.co/huya/21059585
战争,https://ygbh--xingkongbujian.repl.co/huya/21059592
喜剧,https://ygbh--xingkongbujian.repl.co/huya/11352877
港片,https://ygbh--xingkongbujian.repl.co/huya/11602043
国产,https://ygbh--xingkongbujian.repl.co/huya/11352973
周星星,https://ygbh--xingkongbujian.repl.co/huya/11336587
李连杰,https://ygbh--xingkongbujian.repl.co/huya/11342390
洪金宝,https://ygbh--xingkongbujian.repl.co/huya/11279251
梁家辉,https://ygbh--xingkongbujian.repl.co/huya/11342429
许冠英,https://ygbh--xingkongbujian.repl.co/huya/11601972
刘德华,https://ygbh--xingkongbujian.repl.co/huya/11342424
斯坦森,https://ygbh--xingkongbujian.repl.co/huya/21059588
小鬼头,https://ygbh--xingkongbujian.repl.co/huya/11352963
八点档,https://ygbh--xingkongbujian.repl.co/huya/880261
蜘蛛侠,https://ygbh--xingkongbujian.repl.co/huya/21059599
贺岁片,https://ygbh--xingkongbujian.repl.co/huya/11601986
功夫片,https://ygbh--xingkongbujian.repl.co/huya/11352941
黑帮片,https://ygbh--xingkongbujian.repl.co/huya/11336719
丧尸片,https://ygbh--xingkongbujian.repl.co/huya/21059578
灾难片,https://ygbh--xingkongbujian.repl.co/huya/11602075
谍战片,https://ygbh--xingkongbujian.repl.co/huya/21059587
战争片,https://ygbh--xingkongbujian.repl.co/huya/21059574
犯罪片,https://ygbh--xingkongbujian.repl.co/huya/11352974
古装片,https://ygbh--xingkongbujian.repl.co/huya/11336590
高分动作,https://ygbh--xingkongbujian.repl.co/huya/11352884
动作电影,https://ygbh--xingkongbujian.repl.co/huya/11602077
搞笑喜剧,https://ygbh--xingkongbujian.repl.co/huya/11342423
喜剧专场,https://ygbh--xingkongbujian.repl.co/huya/11602044
欢笑影院,https://ygbh--xingkongbujian.repl.co/huya/11352894
不挤影院,https://ygbh--xingkongbujian.repl.co/huya/11352897
国产悬疑,https://ygbh--xingkongbujian.repl.co/huya/11342395
快意江湖,https://ygbh--xingkongbujian.repl.co/huya/11342435
黑帮斗争,https://ygbh--xingkongbujian.repl.co/huya/11342419
古墓系列,https://ygbh--xingkongbujian.repl.co/huya/11352913
嫣然影厅,https://ygbh--xingkongbujian.repl.co/huya/11601977
女神系列,https://ygbh--xingkongbujian.repl.co/huya/11336571
经典女神,https://ygbh--xingkongbujian.repl.co/huya/11352909
许氏三杰,https://ygbh--xingkongbujian.repl.co/huya/11602033
经典港片,https://ygbh--xingkongbujian.repl.co/huya/11352965
镖行天下,https://ygbh--xingkongbujian.repl.co/huya/11352969
高能反转,https://ygbh--xingkongbujian.repl.co/huya/11352887
喜乐影院,https://ygbh--xingkongbujian.repl.co/huya/21059580
蘑菇影厅,https://ygbh--xingkongbujian.repl.co/huya/11601981
搞笑恐怖,https://ygbh--xingkongbujian.repl.co/huya/11601960
死神来了,https://ygbh--xingkongbujian.repl.co/huya/11352903
变形金刚,https://ygbh--xingkongbujian.repl.co/huya/21059596
怪兽系列,https://ygbh--xingkongbujian.repl.co/huya/21059554
老三国,https://ygbh--xingkongbujian.repl.co/huya/11602081
新三国,https://ygbh--xingkongbujian.repl.co/huya/11352944
新水浒,https://ygbh--xingkongbujian.repl.co/huya/11342384
纪晓岚,https://ygbh--xingkongbujian.repl.co/huya/11342396
庆余年,https://ygbh--xingkongbujian.repl.co/huya/11352960
雍正王朝,https://ygbh--xingkongbujian.repl.co/huya/11342439
士兵突击,https://ygbh--xingkongbujian.repl.co/huya/11342430
爱情公寓,https://ygbh--xingkongbujian.repl.co/huya/11336726
家有儿女,https://ygbh--xingkongbujian.repl.co/huya/11352872
武林外传,https://ygbh--xingkongbujian.repl.co/huya/21059598
地下交通站,https://ygbh--xingkongbujian.repl.co/huya/11342433
邻里一家亲,https://ygbh--xingkongbujian.repl.co/huya/11342426

斗鱼,#genre#
粤语综艺,http://epg.112114.xyz/douyu/7919720
华语经典,http://epg.112114.xyz/douyu/434971
吃米滴虫,http://epg.112114.xyz/douyu/315457
神乐影片1,http://epg.112114.xyz/douyu/122402
神乐影片2,http://epg.112114.xyz/douyu/85894
特辑影院,http://epg.112114.xyz/douyu/3637778
贝爷MAX厅,http://epg.112114.xyz/douyu/4332
漫威影片,http://epg.112114.xyz/douyu/6140589
周星驰电影,http://epg.112114.xyz/douyu/3990812
刘德华电影1,http://epg.112114.xyz/douyu/2516864
刘德华电影2,http://epg.112114.xyz/douyu/8985415
喜剧经典,http://epg.112114.xyz/douyu/9650887
豆瓣高分,http://epg.112114.xyz/douyu/8770422
林正英电影1,http://epg.112114.xyz/douyu/218859
林正英电影2,http://epg.112114.xyz/douyu/7356023
女神金电影,http://epg.112114.xyz/douyu/747764
贝爷影厅1,http://epg.112114.xyz/douyu/252802
贝爷影厅2,http://epg.112114.xyz/douyu/36337
霍格影片,http://epg.112114.xyz/douyu/8814650
可乐电影,http://epg.112114.xyz/douyu/20415
冰冰经典电影,http://epg.112114.xyz/douyu/74374
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
奶瓶科幻片,http://epg.112114.xyz/douyu/6655271
避风港影院,http://epg.112114.xyz/douyu/9826611
林林影院,http://epg.112114.xyz/douyu/9652323
漫威电影,http://epg.112114.xyz/douyu/4282654
恐怖经典,http://epg.112114.xyz/douyu/1165374
变种人电影,http://epg.112114.xyz/douyu/9651304
华语电影,http://epg.112114.xyz/douyu/3928
华语动作电影,http://epg.112114.xyz/douyu/1504768
怀旧90,http://epg.112114.xyz/douyu/9275635
国产影片,http://epg.112114.xyz/douyu/5423
麓山迷踪,http://epg.112114.xyz/douyu/4505431
高帧影片,http://epg.112114.xyz/douyu/6763930
米娅电影,http://epg.112114.xyz/douyu/6537888
小九电影,http://epg.112114.xyz/douyu/7136517
连续剧1,http://epg.112114.xyz/douyu/4549169
连续剧2,http://epg.112114.xyz/douyu/7623292
连续剧3,http://epg.112114.xyz/douyu/5689514
连续剧4,http://epg.112114.xyz/douyu/7476264
连续剧5,http://epg.112114.xyz/douyu/4396972
游戏解说,http://epg.112114.xyz/douyu/805235
斗鱼小品,http://epg.112114.xyz/douyu/3980787
斗鱼探险,http://epg.112114.xyz/douyu/3485629
斗鱼动画,http://epg.112114.xyz/douyu/7528160
斗鱼电影1,http://epg.112114.xyz/douyu/2935323
斗鱼电影2,http://epg.112114.xyz/douyu/7459925
斗鱼电影3,http://epg.112114.xyz/douyu/431460
斗鱼电影4,http://epg.112114.xyz/douyu/4246519
斗鱼电影5,http://epg.112114.xyz/douyu/7116591
斗鱼电影6,http://epg.112114.xyz/douyu/6776615
斗鱼电影7,http://epg.112114.xyz/douyu/7655471
斗鱼电影8,http://epg.112114.xyz/douyu/4290711
斗鱼电影9,http://epg.112114.xyz/douyu/6566671
斗鱼电影10,http://epg.112114.xyz/douyu/8475821
斗鱼电影11,http://epg.112114.xyz/douyu/338759
斗鱼电影12,http://epg.112114.xyz/douyu/2793084
斗鱼电影13,http://epg.112114.xyz/douyu/5067952
斗鱼电影14,http://epg.112114.xyz/douyu/413573
斗鱼电影15,http://epg.112114.xyz/douyu/5033502
斗鱼电影16,http://epg.112114.xyz/douyu/426517
斗鱼电影17,http://epg.112114.xyz/douyu/1274132
斗鱼电影18,http://epg.112114.xyz/douyu/7314294
斗鱼电影19,http://epg.112114.xyz/douyu/6582435
斗鱼电影20,http://epg.112114.xyz/douyu/323876
斗鱼4K,http://epg.112114.xyz/douyu/9249162
斗鱼电影HD1,http://epg.112114.xyz/douyu/20415
斗鱼电影HD2,http://epg.112114.xyz/douyu/10240553
斗鱼电影HD3,http://epg.112114.xyz/douyu/122402
斗鱼电影HD4,http://epg.112114.xyz/douyu/85894
斗鱼电影HD5,http://epg.112114.xyz/douyu/263824
斗鱼电影HD6,http://epg.112114.xyz/douyu/747764
斗鱼电影HD7,http://epg.112114.xyz/douyu/20415
斗鱼电影HD8,http://epg.112114.xyz/douyu/8663752
斗鱼电影HD9,http://epg.112114.xyz/douyu/323876
斗鱼电影HD10,http://epg.112114.xyz/douyu/6140589
斗鱼电影HD11,http://epg.112114.xyz/douyu/8770422
斗鱼电影HD12,http://epg.112114.xyz/douyu/2436390
斗鱼电影HD13,http://epg.112114.xyz/douyu/218859
斗鱼电影HD14,http://epg.112114.xyz/douyu/36337
斗鱼电影HD15,http://epg.112114.xyz/douyu/413573
斗鱼电影HD16,http://epg.112114.xyz/douyu/1504768
斗鱼电影HD17,http://epg.112114.xyz/douyu/3637726
斗鱼电影HD18,http://epg.112114.xyz/douyu/9292492
斗鱼电影HD19,http://epg.112114.xyz/douyu/3637765rrt97
斗鱼电影HD20,http://epg.112114.xyz/douyu/10395991
斗鱼电影HD21,http://epg.112114.xyz/douyu/10395986
斗鱼电影HD22,http://epg.112114.xyz/douyu/252802
斗鱼电影HD23,http://epg.112114.xyz/douyu/ 6079455
斗鱼电影HD24,http://epg.112114.xyz/douyu/315131
斗鱼电影HD25,http://epg.112114.xyz/douyu/8945323
斗鱼电影HD26,http://epg.112114.xyz/douyu/2516864
斗鱼电影HD27,http://epg.112114.xyz/douyu/248753
斗鱼电影HD28,http://epg.112114.xyz/douyu/4332
斗鱼电影HD29,http://epg.112114.xyz/douyu/9651304
斗鱼电影HD30,http://epg.112114.xyz/douyu/9650887
斗鱼电影HD31,http://epg.112114.xyz/douyu/8814650
斗鱼电影HD32,http://epg.112114.xyz/douyu/10240510
斗鱼电影HD33,http://epg.112114.xyz/douyu/52787
斗鱼电影HD34,http://epg.112114.xyz/douyu/8985415
斗鱼电影HD35,http://epg.112114.xyz/douyu/1165374
斗鱼电影HD36,http://epg.112114.xyz/douyu/1735337
斗鱼电影HD37,http://epg.112114.xyz/douyu/6537888
斗鱼电影HD38,http://epg.112114.xyz/douyu/6003761
斗鱼电影HD39,http://epg.112114.xyz/douyu/9683979
斗鱼电影HD40,http://epg.112114.xyz/douyu/1226741
斗鱼电影HD41,http://epg.112114.xyz/douyu/59612
斗鱼电影HD42,http://epg.112114.xyz/douyu/925724
斗鱼搞笑HD1,http://epg.112114.xyz/douyu/9220456
斗鱼搞笑HD2,http://epg.112114.xyz/douyu/9770949
斗鱼搞笑HD3,http://epg.112114.xyz/douyu/9067836
斗鱼搞笑HD4,http://epg.112114.xyz/douyu/9817729
斗鱼搞笑HD5,http://epg.112114.xyz/douyu/8737695
